"";"country";"party";"content";"target";"stance"
"4638";"spain";"esp: Basque Solidarity";"Consciente de la importancia que dichas áreas de actuación conllevan, de la necesidad de adoptar medidas concretas necesarias para el logro de esos objetivos, de la búsqueda de un tejido económico altamente competitivo basado en la formación y el conocimiento, solidario con los colectivos más desfavorecidos y con alto riesgo de exclusión social, abierto e integrador con la inmigración, Eusko Alkartasuna, desde una actitud progresista y solidaria, se compromete a:";"Integration";"FAVOR"
"4639";"spain";"esp: Basque Solidarity";"Reconocer de forma efectiva la lengua de signos, posibilitando la integración real de las personas con discapacidad auditiva.";"Integration";"FAVOR"
"4640";"spain";"esp: Basque Solidarity";"acogida e inclusión de inmigrantes,";"Integration";"FAVOR"
"4641";"spain";"esp: Basque Solidarity";"jóvenes en situación de riesgo,";"Integration";"NONE"
"4642";"spain";"esp: Basque Solidarity";"Dependencia, inmigración y";"Immigration";"NONE"
"4643";"spain";"esp: Basque Solidarity";"inmigrantes.";"Immigration";"NONE"
"4644";"spain";"esp: Basque Solidarity";"El envejecimiento de la población, el aumento de personas dependientes y el fenómeno de la inmigración exigen un incremento de prestaciones económicas y servicios especializados.";"Immigration";"NONE"
"4645";"spain";"esp: Basque Solidarity";"Como consecuencia del reparto desigual de la riqueza, así como de la falta de empleo en los países en vías de población y de la globalización, se está incrementando el fenómeno social de la inmigración, imponiéndose por parte de los países desarrollados barreras para que no accedan a sus respectivos países ciudadanos y ciudadanas de los países en vías de desarrollo.";"Immigration";"FAVOR"
"4646";"spain";"esp: Basque Solidarity";"El pueblo vasco ha sido a lo largo de su historia un pueblo emigrante, tanto por razones económicas y políticas, y sus habitantes han sido recibidos casi siempre con los brazos abiertos en los países de acogida.";"Immigration";"FAVOR"
"4647";"spain";"esp: Basque Solidarity";"Por ello, Eusko Alkartasuna, muestra su solidaridad con los habitantes de otras partes del mundo que accedan a nuestras tierras en busca de trabajo y un mejor porvenir para sí mismos y para sus familias,";"Immigration";"FAVOR"
"4648";"spain";"esp: Basque Solidarity";"así como expresa su rechazo a las barreras que se están poniendo en los países ricos del mundo a la inmigración y, en particular, por parte de los países de la UE.";"Immigration";"FAVOR"
"4649";"spain";"esp: Canarian Coalition";"La Legislatura del Estado 2004-2008 ha sido una de las más duras de la reciente etapa democrática española.";"Immigration";"NONE"
"4650";"spain";"esp: Canarian Coalition";"Marcada en su origen por el atentado terrorista más grave de la historia de España , el del 11-M, su desarrollo ha roto el espíritu de los grandes acuerdos de la transición y no se han pactado entre los partidos centralistas -PSOE y PP- políticas que, generalmente, han sido objeto de acuerdo como la política exterior, la lucha contra el terrorismo o las de inmigración y extranjería, así como los ya urgentes y necesarios acuerdos, como ha sucedido en otros países europeos, en relación al futuro de los sistemas educativos y sanitarios.";"Immigration";"NONE"
"4651";"spain";"esp: Canarian Coalition";"No obstante, los crecimientos poblacionales intensos, fundados en gran parte en inmigración irregular, han producido desajustes en el funcionamiento de los servicios públicos.";"Immigration";"AGAINST"
"4652";"spain";"esp: Canarian Coalition";"Tras 25 años de vigencia del actual modelo constitucional, creemos que ha llegado el momento de acometer las reformas institucionales necesarias para acabar de construir el Estado de las Autonomías en el que las nacionalidades y regiones que componen el Estado colaboren entre sí y con las instancias centrales,";"Integration";"FAVOR"
"4653";"spain";"esp: Canarian Coalition";"Como consecuencia de ese hecho diferencial, la Comunidad Canaria debe asumir, vía transferencia o delegación, competencias que nos permitan unas relaciones exteriores propias y especíﬁcas en materias tales como inmigración,";"Immigration";"NONE"
"4654";"spain";"esp: Canarian Coalition";"La experiencia acumulada en estos años de autogobierno, la globalización, la emergencia de nuevos mercados, los grandes ﬂujos migratorios o los procesos de ampliación de la Unión Europea son sólo algunas de las circunstancias que exigen, en todo caso, la actualización de los instrumentos de gestión propia previstos en el Estatuto de Autonomía para favorecer el progreso del Archipiélago.";"Immigration";"NONE"
"4655";"spain";"esp: Canarian Coalition";"Diferenciar, en cualquier revisión del modelo de ﬁnanciación, entre fondos de cohesión destinados a reducir desigualdades entre Comunidades Autónomas, como es el caso de los servicios de referencia, y otros fondos destinados a compensar a las Comunidades por la asistencia que presten a pacientes desplazados, tanto nacionales como a extranjeros comunitarios y no comunitarios.";"Integration";"FAVOR"
"4656";"spain";"esp: Canarian Coalition";"Menores Extranjeros no Acompañados.";"Immigration";"NONE"
"4657";"spain";"esp: Canarian Coalition";"La inmigración clandestina procedente del continente africano afecta a Canarias desde hace ya más de una década.";"Immigration";"AGAINST"
"4658";"spain";"esp: Canarian Coalition";"Miles de personas abandonan su hogar, familia, hijos y amigos embarcándose rumbo a lo desconocido, cuando no a la muerte.";"Immigration";"NONE"
"4659";"spain";"esp: Canarian Coalition";"En Canarias, han llegado en los últimos años alrededor de 5.000 niños africanos.";"Immigration";"NONE"
"4660";"spain";"esp: Canarian Coalition";"Elaboración por parte del Gobierno de España del Estatuto Jurídico del Menor Extranjero no acompañado.";"Immigration";"FAVOR"
"4661";"spain";"esp: Canarian Coalition";"Que el Gobierno de España asuma la tutela de los menores extranjeros no acompañados sin perjuicio de que la guarda y custodia pueda corresponder a las Comunidades Autónomas. en el marco de una política global de cooperación.";"Immigration";"FAVOR"
"4662";"spain";"esp: Canarian Coalition";"Establecer partidas presupuestarias en los Presupuestos del Estado para el gasto en la primera acogida de los menores extranjeros no acompañados.";"Integration";"FAVOR"
"4663";"spain";"esp: Canarian Coalition";"Constituir una vía de comunicación entre Canarias-Europa en materia de inmigración irregular.";"Immigration";"NONE"
"4664";"spain";"esp: Canarian Coalition";"Revisión del Plan de Inmigración Canarias-Estado con una sustancial mejora en la ﬁnanciación.";"Immigration";"FAVOR"
"4665";"spain";"esp: Canarian Coalition";"Activar la Subcomisión bilateral Canarias Estado en materia de inmigración.";"Immigration";"AGAINST"
"4666";"spain";"esp: Canarian Coalition";"Exigir un mayor control de las fronteras.";"Immigration";"AGAINST"
"4667";"spain";"esp: Canarian Coalition";"Cumplimiento de la Proposición de Ley presentada por Coalición Canaria en el Senado en materia de inmigración, y que fue aprobada en la citada Cámara en la pasada Legislatura.";"Immigration";"AGAINST"
"4668";"spain";"esp: Canarian Coalition";"Las previsiones constitucionales de un Poder Judicial único y el carácter estatal del servicio público no son impedimentos ni pueden constituir excusa para que el servicio público de la Justicia no se preste con la mayor eﬁcacia posible y";"Immigration";"AGAINST"
"4669";"spain";"esp: Canarian Coalition";"Aunque la llegada de personas en pateras o cayucos a nuestras costas es la imagen más dramática de la inmigración, y nuestro objetivo es siempre salvar vidas, el análisis del fenómeno global es muy complejo.";"Immigration";"AGAINST"
"4670";"spain";"esp: Canarian Coalition";"Canarias lleva más de diez años conviviendo con este drama, que ha dejado de ser coyuntural para incrementarse aún más y convertirse en estructural.";"Immigration";"AGAINST"
"4671";"spain";"esp: Canarian Coalition";"El Gobierno de España ocupado tanto por PP como por PSOE ha fracasado en la lucha contra la inmigración irregular o clandestina.";"Immigration";"AGAINST"
"4672";"spain";"esp: Canarian Coalition";"además de producir mayor riqueza en el país de destino y remesas importantes para las familias en los países de origen.";"Immigration";"FAVOR"
"4673";"spain";"esp: Canarian Coalition";"Canarias ha sido sujeto pasivo de los errores en inmigración del Gobierno de España.";"Immigration";"AGAINST"
"4674";"spain";"esp: Canarian Coalition";"Dos tercios de los inmigrantes por vía marítima de toda España arribaron a Canarias,";"Immigration";"AGAINST"
"4675";"spain";"esp: Canarian Coalition";"la escasez de medios de las Brigadas de Extranjería de la Policía Nacional ocasiona que se establezcan de forma irregular aquellos que entran con visado de turista de forma fraudulenta.";"Immigration";"AGAINST"
"4676";"spain";"esp: Canarian Coalition";"Por tal motivo, resultan imprescindibles un elenco de reformas legales que se dirigen fundamentalmente a adaptar el marco normativo vigente a los problemas y necesidades que el exponencial aumento de los ﬂujos de inmigración clandestina ha puesto de relieve.";"Immigration";"AGAINST"
"4677";"spain";"esp: Canarian Coalition";"Además, incluye un conjunto de medidas a implantar por el Gobierno de España con el ﬁn de ordenar y racionalizar los ﬂujos migratorios, reconduciéndolos al ámbito de la legalidad.";"Immigration";"AGAINST"
"4678";"spain";"esp: Canarian Coalition";"Creación de juzgados especializados en materia de extranjería con la consiguiente adaptación de la planta judicial a la necesidades que derivan del fenómeno de la inmigración clandestina.";"Immigration";"AGAINST"
"4679";"spain";"esp: Canarian Coalition";"Modiﬁcación de la normativa reguladora de los efectos de la inscripción en el Padrón municipal con el ﬁn de impedir que se beneﬁcie a los extranjeros que se encuentren en una situación irregular.";"Integration";"AGAINST"
"4680";"spain";"esp: Canarian Coalition";"Modiﬁcación del Código Civil en materia de nacionalidad, de una parte para diﬁcultar los matrimonios de conveniencia como medio de adquisición de la nacionalidad española y,";"Immigration";"AGAINST"
"4681";"spain";"esp: Canarian Coalition";"de otra, para evitar que la intención de evitar las situaciones de apatridia faciliten conductas fraudulentas en orden a la adquisición de dicha nacionalidad.";"Immigration";"NONE"
"4682";"spain";"esp: Canarian Coalition";"Establecimiento de restricciones para la reentrada en España de los inmigrantes que hayan sido objeto de devolución o expulsión.";"Immigration";"AGAINST"
"4683";"spain";"esp: Canarian Coalition";"Establecimiento de la obligación de comunicar a las Comunidades Autónomas las principales resoluciones adoptadas respecto a los extranjeros internados en centros radicados en las mismas.";"Integration";"NONE"
"4684";"spain";"esp: Canarian Coalition";"Establecimiento de la obligación de que los centros de internamiento cuenten con unas condiciones higiénico-sanitarias adecuadas, según informe previo de las autoridades competentes en materia de salud pública (Comunidades Autónomas).";"Integration";"FAVOR"
"4685";"spain";"esp: Canarian Coalition";"Legitimación a las Comunidades Autónomas para recurrir aquellas resoluciones sobre extranjeros adoptadas por la Administración General del Estado por incumplimiento de la legalidad vigente en lo relativo a condiciones y plazos para el internamiento,";"Immigration";"AGAINST"
"4686";"spain";"esp: Canarian Coalition";"así como a la expulsión y devolución de los inmigrantes.";"Immigration";"AGAINST"
"4687";"spain";"esp: Canarian Coalition";"Medidas para el reparto equitativo de los inmigrantes entre las distintas Comunidades Autónomas en caso de superarse la capacidad de acogimiento de una Comunidad Autónoma.";"Immigration";"FAVOR"
"4688";"spain";"esp: Canarian Coalition";"Obligación del Gobierno de España de aprobar un plan de control de fronteras que prevea un incremento de los efectivos policiales dedicados a la vigilancia y protección de las fronteras, en especial del servicio marítimo y aeroportuario.";"Immigration";"AGAINST"
"4689";"spain";"esp: Canarian Coalition";"Establecimiento de un debate periódico en el Congreso de los Diputados para que el Gobierno informe sobre los problemas de la inmigración, las medidas adoptadas en el periodo, y la aplicación de las decisiones de la Unión Europea y de los convenios internacionales aprobados con otros Estados.";"Immigration";"AGAINST"
"4690";"spain";"esp: Canarian Coalition";"Adaptación por el Gobierno de la Ley de Demarcación y Planta Judicial para incorporar los nuevos juzgados de extranjería, tal y como se reﬂeja en el apartado Justicia de este programa.";"Immigration";"AGAINST"
"4691";"spain";"esp: Canarian Coalition";"Establecimiento de cupos o contingentes especiales para trabajadores africanos, primando especialmente a aquellos países próximos a Canarias y al sur de la península ibérica y que tengan acuerdos y relaciones estables de colaboración con España en las políticas dirigidas a la prevención y represión de la inmigración clandestina";"Immigration";"FAVOR"
"4692";"spain";"esp: Canarian Coalition";"Creación por el Gobierno de una agencia especializada para las migraciones, que sirva de herramienta, no sólo de análisis y prospectiva, sino también de ejecución de medidas y políticas que contribuyan a la ordenación de los procesos migratorios y a la colaboración entre las distintas Administraciones.";"Immigration";"AGAINST"
"4693";"spain";"esp: Canarian Coalition";"Actuar de forma coordinada con el Gobierno de España para eliminar la economía sumergida y la contratación irregular de inmigrantes que ocasiona un efecto llamada no sólo entre la población extranjera sino también en las maﬁas que traﬁcan con personas.";"Integration";"AGAINST"
"4694";"spain";"esp: Canarian Coalition";"Sin el uso de energía, nuestras islas apenas podrían acoger a unas pocas decenas de miles de habitantes y en pésimas condiciones de vida.";"Immigration";"NONE"
"4695";"spain";"esp: Canarian Coalition";"la integración del mercado local y";"Integration";"FAVOR"
"4696";"spain";"esp: Canarian Coalition";"Una política común de inmigración basada en la solidaridad entre los Estados miembros y";"Immigration";"NONE"
"4697";"spain";"esp: Canarian Coalition";"Una estrategia integral para abordar el fenómeno migratorio que incluya el refuerzo de la cooperación con los países de origen de los inmigrantes, medidas para ordenar los ﬂujos migratorios y favorecer la integración de los inmigrantes legales, y medidas eﬁcaces de lucha contra la inmigración irregular.";"Immigration";"FAVOR"
"4698";"spain";"esp: Canarian Coalition";"el diálogo político con los países vecinos de África occidental.";"Immigration";"FAVOR"
"4699";"spain";"esp: Canarian Coalition";"El incremento de los recursos destinados a la cooperación al desarrollo con particular atención a los países de origen y tránsito de la inmigración irregular como único medio de atajar las causas profundas de esta tragedia.";"Immigration";"FAVOR"
"4700";"spain";"esp: Canarian Coalition";"Coalición Canaria-Partido Nacionalista Canario-Partido de Independientes de Lanzarote sigue defendiendo la necesidad de que la Ley Electoral prevea una representación parlamentaria propia de los emigrantes españoles.";"Integration";"FAVOR"
"4701";"spain";"esp: Canarian Coalition";"Hasta que no se consiga poner en marcha la reforma de la nacionalidad española, Coalición Canaria-Partido Nacionalista Canario-Partido de Independientes de Lanzarote abogará por que se modiﬁque la Ley de Extranjería, de manera que se dé trato preferente a los nietos de españoles.";"Immigration";"NONE"
"4702";"spain";"esp: Canarian Coalition";"El peso histórico y numérico de la emigración canaria en el exterior no ha sido reconocido por los órganos representativos de la emigración.";"Immigration";"NONE"
"4703";"spain";"esp: Canarian Coalition";"CC-PNC-PIL lleva ya varios años solicitando la presencia de la Comunidad Autónoma de Canarias en el Consejo General de la Emigración, actualmente denominado Consejo de la Ciudadanía Española en el Exterior.";"Immigration";"NONE"
"4704";"spain";"esp: Canarian Coalition";"Demandaremos que los medios de Comunicación Públicos españoles incluyan programas especializados y dedicados a la emigración como nexo de unión.";"Immigration";"FAVOR"
"4705";"spain";"esp: Canarian Coalition";"Vigilará que el Ministerio de Trabajo y Asuntos Sociales destine las partidas presupuestarias necesarias para la emigración, las Consejerías Laborales y los Viceconsulados Honorarios, sin dilaciones.";"Immigration";"FAVOR"
"4706";"spain";"esp: Canarian Coalition";"Que el Consulado General de España en La Habana entregue inmediatamente los pasaportes a los ciudadanos españoles y a aquéllos que han adquirido la nacionalidad española.";"Immigration";"FAVOR"
"4707";"spain";"esp: Canarian Coalition";"Se dote de un mayor presupuesto a los Centros Españoles en el Exterior, ya que se han convertido en auténticos intermediarios entre los emigrantes españoles y las administraciones españolas.";"Immigration";"FAVOR"
"4708";"spain";"esp: Canarian Coalition";"Se creen y ﬁnancien por el Gobierno de España, en colaboración con las Comunidades Autónomas, casas de acogida para emigrantes españoles mayores y sin recursos que carezcan de un hogar para vivir.";"Integration";"FAVOR"
"4709";"spain";"esp: Canarian Coalition";"El sueño del éxito americano sólo ha sido posible para unos pocos emigrantes y muchos de nuestros paisanos, que abandonaron su tierra en busca que una mejor vida, sufren ahora después de tanto esfuerzo y trabajo una grave situación de soledad y precariedad máxima, lo que ha hecho necesaria la intervención del Gobierno canario con la creación de Casas de Acogida o la ﬁnanciación de plazas en residencias de ancianos.";"Integration";"FAVOR"
"4710";"spain";"esp: Canarian Coalition";"CC-PNC-PIL demanda que se reconozcan y otorguen por el Gobierno de España pensiones especíﬁcas para los emigrantes que retornan que así lo necesiten.";"Immigration";"FAVOR"
"4711";"spain";"esp: Canarian Coalition";"se destina una 5% de las viviendas sociales para emigrantes canarios retornados, etc.";"Immigration";"FAVOR"
"4712";"spain";"esp: Canarian Coalition";"En el plano sociológico y cultural, se produce también un fenómeno de “canarización de América y americanización de Canarias”.";"Integration";"NONE"
"4713";"spain";"esp: Aragonist Council";"así como la integración de las personas inmigrantes y el retorno de la emigración, con el objetivo de responder al problema de desequilibrio territorial y déficit demográfico que padecen el medio rural y las CCAA del interior.";"Integration";"FAVOR"
"4714";"spain";"esp: Aragonist Council";"Fomentar el alquiler de vivienda, con especial atención a jóvenes, estudiantes e inmigrantes.";"Integration";"FAVOR"
"4715";"spain";"esp: Aragonist Council";"Extender la deducción en el impuesto de la renta por vivienda habitual al arrendatario de la misma.";"Integration";"FAVOR"
"4716";"spain";"esp: Aragonist Council";"Para cumplir estos objetivos es necesario, además del incremento de vivienda protegida para alquiler, poner en marcha soluciones específicas como las cesiones de suelo público en derecho de superficie para la construcción de edificios en alquiler por la iniciativa privada o el alquiler con opción de compra en el caso de viviendas de promoción pública.";"Integration";"FAVOR"
"4717";"spain";"esp: Aragonist Council";"Renovar todos los servicios e infraestructuras de los Juzgados de Menores en Aragón, aumentando la dotación de recursos económicos y de personal para atender adecuadamente a los menores con causas judiciales.";"Integration";"FAVOR"
"4718";"spain";"esp: Aragonist Council";"Modificar la actual Ley de extranjería, garantizando la plena ciudadanía de las personas inmigrantes extranjeras, así como la reagrupación familiar.";"Integration";"FAVOR"
"4719";"spain";"esp: Aragonist Council";"Elaborar un Plan de Acción Positiva sobre Inmigración, garantizando los derechos de las personas desplazadas por razones socioeconómicas, culturales, familiares, etc.";"Immigration";"FAVOR"
"4720";"spain";"esp: Aragonist Council";"y asegurando una total convivencia multicultural y el respeto al desarrollo de las culturas minoritarias.";"Integration";"FAVOR"
"4721";"spain";"esp: Aragonist Council";"Promover la ilegalización de todo tipo de organizaciones que promuevan actitudes racistas y xenófobas.";"Immigration";"FAVOR"
"4722";"spain";"esp: Aragonist Council";"Establecer mecanismos de mejora de la contratación de personas inmigrantes.";"Integration";"FAVOR"
"4723";"spain";"esp: Aragonist Council";"Garantizar los derechos de las trabajadoras y trabajadores temporeros.";"Integration";"FAVOR"
"4724";"spain";"esp: Aragonist Council";"Elaborar un Plan, consensuado entre la administración central y las CCAA, y un Protocolo de actuación en relación con la atención a menores inmigrantes no acompañados.";"Integration";"FAVOR"
"4725";"spain";"esp: Aragonist Council";"extensión de la nacionalidad al cónyuge extranjero/a y";"Integration";"FAVOR"
"4726";"spain";"esp: Aragonist Council";"la Inspección de Trabajo,";"Integration";"NONE"
"4727";"spain";"esp: Aragonist Council";"y los permisos de trabajo de personas inmigrantes.";"Integration";"NONE"
"4728";"spain";"esp: Aragonist Council";"diseñar un Programa contra las Infracciones en Legislación Laboral, centrado en la lucha contra la precariedad laboral, la siniestralidad y la discriminación por razón de género.";"Integration";"FAVOR"
"4729";"spain";"esp: Aragonist Council";"Crear una bolsa de trabajo para que las trabajadoras y trabajadores aragoneses emigrados puedan retornar a su lugar de origen.";"Immigration";"FAVOR"
"4730";"spain";"esp: Aragonist Council";"centros de educación permanente de adultos que permitan la integración de inmigrantes,";"Integration";"FAVOR"
"4731";"spain";"esp: Future Yes";"contra la discriminación sufrida por la juventud, las mujeres y la inmigración, contra la desatención que padecen miles de nuestros mayores;";"Immigration";"FAVOR"
"4732";"spain";"esp: Future Yes";"-Declaración de los derechos de los inmigrantes,";"Integration";"FAVOR"
"4733";"spain";"esp: Future Yes";"institucionalización jurídica de la solidaridad con el Tercer Mundo.";"Immigration";"FAVOR"
"4734";"spain";"esp: Future Yes";"Geroa Bai considera que los diversos colectivos y nacionalidades surgidos de la inmigración constituyen una parte de la riqueza y diversidad identitaria de Navarra, y se compromete a activar todos los mecanismos necesarios para que los citados colectivos puedan preservar y desarrollar su identidad cultural y, a la vez, ser recipiendarios y participantes de todos los elementos y manifestaciones de la nuestra.";"Integration";"FAVOR"
"4735";"spain";"esp: Future Yes";"Geroa Bai tiene claro que el Estado del Bienestar genera integración social y legitimidad política; reduce las desigualdades y es garantía de una sociedad abierta con oportunidades vitales para todos.";"Integration";"FAVOR"
"4736";"spain";"esp: Future Yes";"Inmigración. Evitar el deterioro de los procesos de integración de las personas extranjeras favoreciendo el acceso al empleo de las personas extranjeras desempleadas.";"Integration";"FAVOR"
"4737";"spain";"esp: Future Yes";"Ni la demanda ordinaria de vivienda, ni el aumento en la formación de nuevos hogares como consecuencia del proceso de emancipación de los jóvenes y los cambios en el modelo de familia, ni la llegada masiva de inmigrantes en la última década explican las tasas de edificación que hemos vivido.";"Immigration";"NONE"
"4738";"spain";"esp: Future Yes";"Pero lo que resulta más grave es que tanta construcción de viviendas y el modo como se ha producido no ha resuelto las necesidades de vivienda de amplios colectivos sociales, especialmente, de los jóvenes en proceso de emancipación, colectivos con bajas rentas y dificultades económicas e inmigrantes, principalmente.";"Integration";"NONE"
"4739";"spain";"esp: Future Yes";"Aplicación de protocolos para la prevención de los malos tratos y abusos de personas detenidas en dependencias policiales, procediendo en su caso, a la grabación de los interrogatorios policiales, y permitiendo la asistencia letrada así como el examen forense del detenido durante su fase de detención.";"Integration";"FAVOR"
"4740";"spain";"esp: Future Yes";"Toca dar respuestas más eficaces a violencias que, desgraciadamente, siguen presentes en nuestra sociedad, como es la violencia de género, así como otro tipo de violencias que padecen sectores de la población más indefensos, entre los que destacan, las personas mayores, los niños y población inmigrante cuya situación es irregular.";"Integration";"FAVOR"
"4741";"spain";"esp: Future Yes";"-Una reforma en pro de los derechos electorales para la población inmigrante con la regulación y requisitos correspondientes.";"Integration";"FAVOR"
"4742";"spain";"esp: Future Yes";"como a regular mecanismos que permitan a la ciudadanía un mayor y más fácil acceso a la información y que posibiliten de verdad la supervisión de la acción de gobierno por parte de la ciudadanía.";"Integration";"FAVOR"
"4743";"spain";"esp: Future Yes";"-La garantía de los derechos humanos y de los derechos de las comunidades nacionales";"Immigration";"FAVOR"
"4744";"spain";"esp: Future Yes";"-Protección de los derechos humanos de todas las personas, y de forma especial los de la mujer, a través del cumplimiento de las recomendaciones de la plataforma de Beijing, en lo que se refiere, entre otras cuestiones, al compromiso de investigación de los casos de mutilación genital femenina, e inclusión en la legislación de asilo la persecución por motivos de género como causa de determinación de la condición de refugiada.";"Immigration";"FAVOR"
"4745";"spain";"esp: Future Yes";"-Cese de situaciones de opresión, ocupación o negación del derecho a la libre determinación de los pueblos y de modo especial por lo que afecta al Estado español el cumplimiento del plan de Paz de las Naciones Unidas para la celebración, en condiciones de plena libertad, del referéndum de autodeterminación del Sahara Occidental.";"Immigration";"FAVOR"
"4746";"spain";"esp: Commitment-Q";"Garantizaremos la efectividad del principio de no discriminación sexual en las políticas públicas para la inserción económica y social de las personas inmigradas.";"Integration";"FAVOR"
"4747";"spain";"esp: Commitment-Q";"Modiﬁcar la legislación en materia de Extranjería de manera que se permita el cambio de nombre y sexo de las personas transexuales inmigrantes en los documentos identiﬁcativos otorgados por el Estado español.";"Integration";"FAVOR"
"4748";"spain";"esp: Commitment-Q";"Derecho de asilo y asistencia a las personas perseguidas en sus países de origen por su orientación sexual o identidad de género como prioritario.";"Immigration";"FAVOR"
"4749";"spain";"esp: Commitment-Q";"Hay que establecer medidas para evitar que ninguna persona se encuentre “en la obligación” de emigrar y por eso apostamos por la formación, por mitigar las diferencias norte-sur y las injerencias perniciosas del neoliberalismo que se aprovecha de los países pobres.";"Immigration";"AGAINST"
"4750";"spain";"esp: Commitment-Q";"Por una lado, hay que aumentar las inversiones formativas en los países de origen de los inmigrantes";"Immigration";"FAVOR"
"4751";"spain";"esp: Commitment-Q";"Los ﬂujos de entrada en los países de origen se deben organizar en función de las demandas laborales existentes en el Estado receptor, estableciendo una política migratoria europea común, y criterios también comunes a la hora de actuar en relación a las ayudas a los países periféricos y fronterizos dentro y fuera de la Unión Europea, así como para el control de fronteras y la lucha contra las redes maﬁosas que traﬁcan con personas.";"Immigration";"AGAINST"
"4752";"spain";"esp: Commitment-Q";"Además, la UE debe contribuir para que el problema de las pateras se resuelva, mediante convenios sobre ﬂujos de entrada con los países africanos, y exigiendo contundencia de las instituciones europeas para que los países africanos asuman el reconocimiento y la repatriación de las personas llegadas de manera irregular,";"Immigration";"AGAINST"
"4753";"spain";"esp: Commitment-Q";"Además de los ﬂujos migratorios por motivos laborales, existen los ﬂujos migratorios producidos por persecuciones políticas, de raza o por violencia de género, que deben tener un tratamiento diferenciado.";"Immigration";"FAVOR"
"4754";"spain";"esp: Commitment-Q";"Es más, hay que desarrollar normas especíﬁcas que garanticen una simpliﬁcación de los trámites de regularización o de actuación para evitar que estos ciudadanos, sea cual sea su motivo para emigrar, sufran perjuicios añadidos a los propios de su situación.";"Immigration";"FAVOR"
"4755";"spain";"esp: Commitment-Q";"Para ellos también hay que desarrollar una amplia red de centros de acogida, dotados de medios suﬁcientes y en condiciones dignas.";"Immigration";"FAVOR"
"4756";"spain";"esp: Commitment-Q";"Apostamos de forma seria por la regularización de todas las situaciones";"Integration";"FAVOR"
"4757";"spain";"esp: Commitment-Q";"y también por la consideración del reagrupamiento familiar como un derecho reconocido a la población inmigrante que decida establecerse en el Estado español.";"Integration";"FAVOR"
"4758";"spain";"esp: Commitment-Q";"Pondremos en marcha una Agencia Estatal de las Migraciones para la coordinación de la política de regulación, ordenación y gestión de los ﬂujos, con creación de una ventana única que canalice las competencias de las diferentes instancias de la administración que intervienen en la política de inmigración.";"Immigration";"FAVOR"
"4759";"spain";"esp: Commitment-Q";"Las personas inmigradas tendrán derecho de voto en todas las elecciones, a partir de un mínimo de dos años de permanencia legal y continuada para las municipales, y de 3 años para el resto, sin distinción de nacionalidad.";"Integration";"FAVOR"
"4760";"spain";"esp: Commitment-Q";"Se establecerán mecanismos para garantizar la igualdad de oportunidades a la hora de promocionarse laboralmente, con independencia del origen del trabajador/a";"Integration";"FAVOR"
"4761";"spain";"esp: Commitment-Q";"El derecho a volver a su país de origen se debe desarrollar legalmente";"Immigration";"FAVOR"
"4762";"spain";"esp: Commitment-Q";"y también reconocer los derechos ﬁscales y económicos de los inmigrantes en el momento de su jubilación, sea en el Estado español o en su país de origen extracomunitario.";"Integration";"FAVOR"
"4763";"spain";"esp: Commitment-Q";"Es urgente la derogación de la Ley de Extranjería y sustitución por una Ley de Ciudadanía que incluya la igualdad de derechos y libertades de los extranjeros en el Estado español:";"Integration";"FAVOR"
"4764";"spain";"esp: Commitment-Q";"Igualdad de derechos de las personas reagrupadas para posibilitar especialmente la emancipación de los jóvenes y las mujeres.";"Integration";"FAVOR"
"4765";"spain";"esp: Commitment-Q";"Impulso de planes estratégicos de integración de inmigrantes que tenga como objetivo la convivencia y el respeto mutuo, como también planes de lengua, interculturalidad y cohesión social.";"Integration";"FAVOR"
"4766";"spain";"esp: Commitment-Q";"Hay que evitar que la dualidad escuela pública-escuela concertada se torne en escuela de autóctonos-escuela de inmigrantes.";"Integration";"FAVOR"
"4767";"spain";"esp: Commitment-Q";"Impulso en el acceso al permiso de residencia y de trabajo para los menores inmigrantes, una vez hayan alcanzado la mayoría de edad y continúen en territorio español.";"Integration";"FAVOR"
"4768";"spain";"esp: Commitment-Q";"Por eso hay que hacer un incremento presupuestario del fondo de acogida e integración de inmigrantes";"Integration";"FAVOR"
"4769";"spain";"esp: Commitment-Q";"Puedan venir a trabajar en condiciones justas y dignas (favoreciendo la contratación de origen).";"Immigration";"FAVOR"
"4770";"spain";"esp: Commitment-Q";"Luchemos conjuntamente con ellos para perseguir y eliminar las maﬁas que traﬁcan con inmigrantes.";"Immigration";"FAVOR"
"4771";"spain";"esp: Commitment-Q";"Los países aceptemos las repatriaciones en condiciones dignas de quienes entren ilegales.";"Immigration";"AGAINST"
"4772";"spain";"esp: Commitment-Q";"Hay que tener especial preocupación para que no emigren menores.";"Immigration";"AGAINST"
"4773";"spain";"esp: Commitment-Q";"Se transﬁeran a las Comunidades Autónomas la competencia para la expedición de permisos de trabajo y residencia a los inmigrantes.";"Integration";"FAVOR"
"4774";"spain";"esp: Commitment-Q";"Por una lado, los nacidos en el Estado Español con padres inmigrantes tendrán la opción de adquirir la nacionalidad española, si así lo desean sus padres, y, cuando lleguen a la mayoría de edad, podrán ratiﬁcar libremente esa decisión u optar por su nacionalidad de origen.";"Integration";"FAVOR"
"4775";"spain";"esp: Commitment-Q";"Por el otro se debe reformar el Código Civil para que los españoles que adquieran otra nacionalidad puedan conservar simultáneamente la nacionalidad española.";"Immigration";"FAVOR"
