party,content,target,stance
nor: Christian People’s Party,at enslige mindreårige flyktninger bør få tilbud om en norsk kontaktfamilie i nærmiljøet som kan tilby voksenkontakt og aktiviteter.,Immigration,FAVOR
nor: Socialist Left Party,Så lenge det finnes et marked av menn som kjøper seg tilgang til andres kropper blir slik menneskehandel opprettholdt.,Immigration,FAVOR
nor: Liberal Party,"Holdningsdannelsen i grunnskolen skal på denne bakgrunn være forankret i grunnleggende verdier som individets ukrenkelighet, nestekjærlighet, likeverd, toleranse og respekt for loven og gi forståelse og innsikt i ulike kulturer, religioner og livssyn.",Integration,FAVOR
nor: Centre Party,"gjøre det enklere og raskere å få vurdert og eventuelt godkjent utdanningxe \""utdanning\"" og arbeidserfaring fra andre land.",Integration,FAVOR
nor: Progress Party,"Det er grunn til å frykte at en fortsatt innvan-dring av asylsøkere av bare tilnærmet det  omfang som man har hatt i de senere år, vil  føre til alvorlige motsetninger mellom folke-grupper i Norge.",Immigration,AGAINST
nor: Socialist Left Party,Alle barn som er født i Norge har rett til norsk statsborgerskap.,Integration,FAVOR
nor: Norwegian Labour Party,at barnehagetilbud for samiske barn skal være tilpasset det enkelte barns samiske språk- og kulturbakgrunn.,Integration,FAVOR
nor: Progress Party,"1.At det fra det offentliges side ikke skal  forekomme noen form for kvotering  basert på rase, religion, kjønn eller  etnisk opprinnelse,",Integration,FAVOR
nor: Centre Party,At utenlandske studenter som har tatt høyere utdanning i Norge bør gis rett til arbeidstillatelse i fem år etter fullført utdannelse.,Integration,FAVOR
nor: Centre Party,. Senterpartiet vil ha en innvandrings- og integreringspolitikk som lar lokal kunnskap og lokalt engasjement være bærende slik at integreringen blir reell,Integration,FAVOR
nor: Liberal Party,Åpne for at bedrifter og utdannings- og forskningsinstitusjoner forhåndsgodkjennes slik at forskere/spesialister kan påbegynne arbeidet sitt mens Utlendingsdirektoratet (UDI) behandler søknaden.,Immigration,FAVOR
nor: Socialist Left Party,Også personer som befinner seg i Norge uten varig oppholdstillatelse bør gis mulighet til arbeid eller utdanning.,Integration,FAVOR
nor: Centre Party,. Det må være samsvar mellom FNs barnekonvensjon og utlendingsforvaltningen,Immigration,FAVOR
nor: Christian People’s Party,ha minst 40 prosent av begge kjønn inn i bedriftsstyrene i almennaksjeselskap.,Integration,FAVOR
nor: Progress Party,Arbeidstakere med  utenlandsk statsborgerskap må ha rett og  plikt til opptjening av pensjonspoeng under  folketrygden og rett til helsetjenester.,Integration,FAVOR
nor: Conservative Party,Språkferdigheter og språkkunnskap er avgjørende for at man skal klare seg i samfunnet.,Integration,NONE
nor: Liberal Party,Kvinners rett til å ha kontroll over sitt eget liv er grunnleggende.,Integration,FAVOR
nor: Liberal Party,En forutsetning for at innvandringen skal lykkes er en god integreringspolitikk.,Integration,FAVOR
nor: Centre Party,"Senterpartiet deler FNs høykommisær for flyktningerxe \""flyktninger\"" (UNHCR) sin oppfatning om at tilbakevending til hjemlandet under trygge og verdige forhold er den beste løsningen på en flyktningsituasjon.",Immigration,FAVOR
nor: Christian People’s Party,"De store folkeforflytningene på grunn av krig, undertrykkelse, politisk uro, sult, tørke med mer, krever også økt internasjonal oppmerksomhet.",Immigration,FAVOR
nor: Socialist Left Party,"SV vil at Norge bidrar mer til å løse verdens flyktningproblemer, både ved å ta imot flere i Norge og ved å arbeide for et sterkere internasjonalt samarbeid.",Immigration,FAVOR
nor: Centre Party,"Senterpartiet mener at alle skal ha likeverdige muligheter, uavhengig av kjønn, seksuell orientering, funksjonsnivå, sivilstand, bosted og etnisk tilhørighet",Integration,FAVOR
nor: Centre Party,Senterpartiet vil ha en innvandrings- og integreringspolitikk som setter menneskeverd i fokus og der enkeltmennesket har klare rettigheter og plikter,Integration,FAVOR
nor: Centre Party,. Eit inkluderande arbeidsliv vil medverke positivt til verdiskapinga og til utviklinga av kompetanse og arbeidsmiljø på arbeidsplassane,Integration,FAVOR
nor: Christian People’s Party,skape åpen dialog og forståelse mellom ungdom med minoritetsbakgrunn og ungdom med norsk opprinnelse.,Integration,FAVOR
nor: Progress Party,særordning med stønad for innvandrere i alderen 18–25 år bør opphøre,Immigration,AGAINST
nor: Norwegian Labour Party,Gode boliger i gode bomiljøer er en nødvendig forutsetning for et godt liv for den enkelte.,Integration,FAVOR
nor: Conservative Party,Høyre vil verne om asylretten.,Immigration,FAVOR
nor: Liberal Party,"Samfunnet må legge til rette for deltakelse i frivillig organisasjonsliv, idrett og kulturtilbud.",Integration,FAVOR
nor: Socialist Left Party,", rettferdighet",Integration,FAVOR
nor: Christian People’s Party,"Opphold på humanitært grunnlag: Samlebegrep på flere typer tillatelse til å oppholde seg i Norge, som gis etter en individuell vurdering til personer som ikke fyller kravene for å få asyl.",Immigration,NONE
nor: Socialist Left Party,Målet må være at tiden på mottaket i størst mulig grad er et første skritt på veien mot vellykket integrering.,Integration,FAVOR
nor: Centre Party,.  Vi må motvirke at personer oppholder seg ulovlig i Norge,Immigration,AGAINST
nor: Liberal Party,I visse tilfeller åpne for å gi asylsøkere med avslag adgang til  et nytt intervju hos utlendingsmyndighetene.,Immigration,FAVOR
nor: Progress Party,. voksne familieinnvandrere må ha opparbeidet seg et minimum av kunnskaper om norsk språk og samfunnsliv,Integration,AGAINST
nor: Liberal Party,"Norge har to likestilte riksspråk, en unik samisk språkkultur og en rekke minoritetsspråk som brukes av innvandrere og deres etterkommere.",Integration,FAVOR
nor: Conservative Party,stramme inn definisjonen av flyktningbegrepet og reversere de siste års liberalisering.,Immigration,AGAINST
nor: Progress Party,". det må også stilles krav om minimum ti års botid, regnet fra tidspunktet for innvilgelse av søknad om oppholdstillatelse",Integration,AGAINST
nor: Christian People’s Party,øke antall norsktimer i introduksjonsprogrammet etter individuell vurdering,Integration,FAVOR
nor: Christian People’s Party,at rasistiske ytringer fortsatt må være forbudt.,Integration,FAVOR
nor: Socialist Left Party,. SV vil at Norge skal tre ut av dette samarbeidet.,Immigration,AGAINST
nor: Socialist Left Party,. Det skal være mulig å velge morsmål som andre fremmedspråk både i ungdomskolen og på videregående skole,Integration,FAVOR
nor: Conservative Party,Like viktig er flertallets vilje til å respektere mindretallets rettigheter og sette grenser for hva som bør avgjøres ved politiske beslutninger.,Integration,FAVOR
nor: Progress Party,og den samlede tilknytting til Norge skal  være større enn den samlede tilknytting til  et annet land.,Immigration,AGAINST
nor: Norwegian Labour Party,"Arbeiderpartiet mener at innvandring til Norge er grunnleggende positivt, og beriker oss både økonomisk og kulturelt",Immigration,FAVOR
nor: Centre Party,"Schengenprosessene er preget av sterkt hemmelighold og Norges deltakelse i politikkutformingen er ikke tilfredsstillende,",Immigration,AGAINST
nor: Conservative Party,"f orsterke arbeidet mot tvangsekteskap, kjønnslemlestelse og diskriminering,",Integration,FAVOR
nor: Socialist Left Party,". SV vil verne om retten til asyl, og sikre folk som flykter til Norge en rettferdig behandling av søknad om asyl.",Immigration,FAVOR
nor: Liberal Party,"Asylsøkeren – eller akuttﬂyktningen – er ankommet Norge på egen hånd, ofte som følge av en akutt krise.",Immigration,FAVOR
nor: Progress Party,Ut fra samme tankegang vil Fremskrittspartiet fortsette å  øke den humanitære bistanden og nød-hjelpen til flyktninger over Utenriksdeparte-mentets budsjett.,Immigration,FAVOR
nor: Christian People’s Party,Store grupper blir forfulgt på grunn av religiøs tro.,Integration,FAVOR
nor: Norwegian Labour Party,Arbeiderpartiet vil opprettholde dette kravet.,Immigration,FAVOR
nor: Liberal Party,Innføre en viljeserklæring for alle som er lovlig bosatt i Norge  og som skal reise for å gifte seg utenfor EU/EØS.,Immigration,AGAINST
nor: Socialist Left Party,"Rasisme og diskriminering må bekjempes effektivt enten det er enkeltgrupper, enkeltpersoner eller norske institusjoner som står for den.",Integration,FAVOR
nor: Liberal Party,Fortsatt gi økonomisk støtte til kommuner som bosetter ﬂyktninger og asylsøkere.,Immigration,FAVOR
nor: Centre Party,. Det må gis tilbud om plass i ventemottak og minimumsstønad til livsopphold inntil slik uttransportering finner sted.,Immigration,FAVOR
nor: Conservative Party,a t statsborgerskapet skal markeres ved en seremoni.,Integration,AGAINST
nor: Norwegian Labour Party,". Jøder, kvener, rom, romanifolket og skogfinner er nasjonale minoriteter",Integration,FAVOR
nor: Progress Party,"Fordi bosetting av flyktninger og asylsøkere  av større omfang berører norske lokalsam-funn sterkt, går Fremskrittspartiet inn for at  omfanget kan bli avgjort ved folkeavstem-ning i den enkelte kommune.",Immigration,AGAINST
nor: Norwegian Labour Party,". Mennesker som har behov for beskyttelse ved at de er tvunget til å forlate sitt eget land, skal få beskyttelse i Norge.",Immigration,FAVOR
nor: Centre Party,Frivillige organisasjoner er særs viktige for å få til en god integrering,Integration,FAVOR
nor: Centre Party,at alle asylmottak skal sette i gang fadderordninger i samarbeid med organisasjoner og enkeltpersoner i lokalmiljøet.,Integration,FAVOR
nor: Norwegian Labour Party,Arbeidsinnvandrere utenfor EØS-området må ha kompetanse det er særlig behov for.,Integration,NONE
nor: Christian People’s Party,"Norge trenger også mer arbeidskraft, og KrF er positiv til arbeidsinnvandring.",Immigration,FAVOR
nor: Socialist Left Party,"Målet med integreringspolitikken er at alle innbyggere skal sikres like rettigheter, plikter og muligheter i samfunnet.",Integration,FAVOR
nor: Centre Party,"Endre vurderingsgrunnlaget for søknader om arbeidstillatelse som faglært/spesialist, slik at kompetansekravet i større grad fastsettes av arbeidsgiver",Immigration,FAVOR
nor: Progress Party,2.At eventuelt mottak av flyktninger  må avgjøres av den enkelte kommu-ne selv og ikke kunne pålegges av  statlige myndigheter.,Immigration,AGAINST
nor: Socialist Left Party,og Norge må arbeide for at FNs retningslinjer for vern av internt fordrevne blir etterlevd,Immigration,AGAINST
nor: Christian People’s Party,Tatere og sigøynere har helt opp i nyere tid fått svært dårlig behandling av det norske storsamfunnet.,Integration,FAVOR
nor: Socialist Left Party,Likestillingsarbeidet må også bekjempe etnisk diskriminering og aldersdiskriminering i kulturlivet.,Integration,FAVOR
nor: Norwegian Labour Party,Arbeiderpartiet er positiv til den nye arbeidskraftinnvandringen som kommer som en følge av EUutvidelsen,Immigration,FAVOR
nor: Conservative Party,og ikke først og fremst del av en gruppe.,Integration,FAVOR
nor: Centre Party,", samtidig som vi fokuserer på tiltak som gjør at flest mulig gjennomfører utdanningen.",Integration,FAVOR
nor: Socialist Left Party,Muligheten for asyl for traffickingofre må forenkles,Immigration,FAVOR
nor: Centre Party,"Alle som søker om asyl skal sikres god og individuell behandling, slik at ingen sendes tilbake til død, tortur eller forfølgelse.",Immigration,FAVOR
nor: Christian People’s Party,fortsette kampen mot tvangsekteskap i dialog med minoritetsmiljøene og gjennom lovgivning.,Integration,FAVOR
nor: Conservative Party,Det er sløsing med verdifulle menneskelige ressurser når kvalifiserte innvandrere ikke får delta i arbeidslivet.,Integration,FAVOR
nor: Centre Party,"Senterpartiet vil sikre den samiske befolkningxe \""samisk befolkning\""en muligheter til kulturell og materiell utvikling på egne premisser.",Integration,FAVOR
nor: Christian People’s Party,bekjempe handel med kvinner og barn.,Integration,FAVOR
nor: Christian People’s Party,Konflikter kan spre seg til nye områder og skape store flyktningestrømmer.,Immigration,AGAINST
nor: Progress Party,"Dette forutsetter imidlertid at eventuelle  sosiale ordninger og annet som forutsetter  langvarig opparbeidelse av rettigheter ved  innbetaling eller ved statsborgerskap, ikke  gis til innvandrere.",Integration,AGAINST
nor: Progress Party,Det bør  utarbeides rutiner slik at asylsøknaden må  fremmes for norske utenlandsstasjoner.,Immigration,AGAINST
nor: Centre Party,". Senterpartiet vil derfor vektlegge språkkvalifisering, og målet er å ha en språkopplæring som er tilpasset at folk er i arbeid",Integration,AGAINST
nor: Christian People’s Party,"og samtidig ha anledning til å utvikle sin egen identitet, sitt eget språk og sin egen kultur.",Integration,FAVOR
nor: Norwegian Labour Party,"tilrettelegge for bruk av kulturopplevelser i et samarbeid med profesjonelle og frivillige kulturkrefter for å bidra til økt livskvalitet og inkludering, for eksempel i eldreomsorgen, psykisk helsevern, forebyggende barneog ungdomstiltak og integrering av innvandrere",Integration,FAVOR
nor: Centre Party,".   Utlendingsmyndighetene må organiseres på en måte som sikrer en rask og forsvarlig saksbehandling, og der den enkeltes rettssikkerhet ivaretas",Immigration,FAVOR
nor: Liberal Party,og vurdere innføring av en egen asyldomstol.,Immigration,FAVOR
nor: Norwegian Labour Party,"Vi vil bekjempe all diskriminering i forhold til kjønn, alder, seksuell orientering, funksjonshemming, hudfarge, religiøs eller etnisk bakgrunn.",Integration,FAVOR
nor: Liberal Party,Å lære språket er en rett og en plikt som er nødvendig for å sikre den enkelte de rettighetene det norske samfunnet gir.,Integration,AGAINST
nor: Progress Party,at kriteriene for å gi asyl skal tolk    es strengt,Immigration,AGAINST
nor: Socialist Left Party,SV vil derfor arbeide for å bedre kvinner med minoritetsbakgrunns stilling.,Integration,FAVOR
nor: Conservative Party,derfor er det nødvendig å ha et klart skille mellom asylretten og generell innvandring.,Immigration,AGAINST
nor: Centre Party,at norske myndigheter skal ta hensyn til anbefalingene og retningslinjene fra FNs høykommisær for flyktninger i praktiseringen av flyktningkonvensjonen og fastsettingen av kvoter for overføringsflyktninger.,Immigration,FAVOR
nor: Conservative Party,Som urfolk står likevel samene i en særstilling i norden,Integration,FAVOR
nor: Christian People’s Party,". Så sant arbeidets art tillater det, bør det legges til rette for avtaler om livsfasetilpasset arbeidstid for et visst tidsrom.",Integration,FAVOR
nor: Socialist Left Party,"SV vil øke innsatsen når det gjelder menneskerettigheter,",Integration,FAVOR
nor: Centre Party,"I tillegg til arbeid, utdanning, språk og rask bosetting mener Senterpartiet at frivillig sektor har en unik rolle å spille for å lykkes med integreringen lokalt",Integration,FAVOR
nor: Liberal Party,Arbeidsinnvandrere og ﬂyktninger eller asylsøkere har vidt forskjellige utgangspunkt – det må også reﬂekteres i integreringspolitikken.,Integration,FAVOR
nor: Liberal Party,". En rekke utlendinger kan ikke sendes ut etter avslått asylsøknad, enten fordi Norge ikke har returavtale med hjemlandet, fordi hjemlandet nekter å ta imot vedkommende, eller fordi det ikke er mulig med tvangsreturnering.",Immigration,AGAINST
nor: Christian People’s Party,at Norge skal ta imot minst 2 000 overføringsflyktninger årlig.,Immigration,FAVOR
nor: Norwegian Labour Party,støtte frivillige organisasjoner som særlig satser på inkludering av minoritetskvinner i integreringsøyemed,Integration,FAVOR
nor: Norwegian Labour Party,sikre at samiske læremidler i skolen er tilgjengelig,Integration,FAVOR
nor: Centre Party,. Alle som bor i landet skal ha sine rettigheter og muligheter ivaretatt uansett opprinnelig nasjonal bakgrunn,Integration,FAVOR
nor: Conservative Party,og stramme inn kravet i utlendingsloven om at asylsøkere skal bidra til å avklare egen identitet.,Immigration,AGAINST
nor: Conservative Party,og vil legge til rette for at alle innvandrere raskt får utnytte sine muligheter til å bli selvstendige.,Integration,FAVOR
nor: Progress Party,Enkeltmennesket er den største ressursen i  samfunnsutviklingen.,Integration,FAVOR
nor: Progress Party,I likhet med norske foreldre plikter innvan-drerforeldre å sørge for at barn som er født  i Norge har tilstrekkelige kunnskaper i norsk  ved inntreden i det norske skoleverk (se  barnelovens § 30).,Integration,AGAINST
nor: Liberal Party,"Dette krever opplæring om det norske samfunnet, styresett og språk.",Integration,FAVOR
nor: Progress Party,"Fremskrittspartiet vil ikke akseptere diskriminering med bakgrunn i kjønn, religion eller etnisk tilhørighet",Integration,FAVOR
nor: Christian People’s Party,"støtte idrettens arbeid med å etablere og utvikle idretts- og aktivitetstiltak rettet mot innvandrerbarn,",Integration,FAVOR
nor: Socialist Left Party,SV arbeider for at alle som kommer til Norge så raskt som mulig skal inkluderes i samfunnet.,Integration,FAVOR
nor: Centre Party,innføre språktest for å få innvilget norsk statsborgerskap.,Integration,AGAINST
nor: Liberal Party,"Venstre tar utgangspunkt i enkeltmennesket, uansett sosial status, funksjonsnivå, nasjonalitet, bosted, hudfarge eller legning.",Integration,FAVOR
nor: Progress Party,". asylsøkere er mennesker som selv oppsøker norge for å søke asyl, asylsøkere som får avslag, er å betrakte som ulovlige innvandrere",Immigration,AGAINST
nor: Christian People’s Party,KrF vil bygge opp under mangfoldet i det samiske samfunnet.,Integration,FAVOR
nor: Socialist Left Party,Så lenge den sikkerhetsmessige situasjonen fortsetter å forverres må Norge stanse tvangsutsendelser av afghanske asylsøkere.,Immigration,FAVOR
nor: Conservative Party,Arbeidslivet er en svært viktig arena for deltagelse i samfunnet.,Integration,FAVOR
nor: Progress Party,"12.At det påses at alle innvandrerforeldre  på samme måte som norske foreldre, overholder sitt foreldrean-svar i henhold til barneloven og sikrer  barns rett til utdanning etter opp-læringsloven og andre relevante lover.",Integration,AGAINST
nor: Socialist Left Party,Voksenopplæring er en viktig arena for voksne innvandrere.,Integration,FAVOR
nor: Liberal Party,Øke antallet kvoteflyktninger fra FN.,Immigration,FAVOR
nor: Socialist Left Party,"Flyktninger og asylsøkeres situasjon på mottakene må forbedres både økonomisk og sosialt gjennom å tilby norskopplæring, velferdstilbud og psykiatrisk hjelp.",Integration,FAVOR
nor: Socialist Left Party,"I voksenopplæringa sikres språkopplæring, kulturutveksling og dermed en bedre integrering.",Integration,FAVOR
nor: Christian People’s Party,og vil derfor styrke kampen mot antisemmitisme ved blant annet undervisningsopplegg i skolene.,Integration,FAVOR
nor: Centre Party,Varig fred mellom folkeslag og nasjonar byggjer på gjensidig respekt for ulike kulturar og levesett,Integration,FAVOR
nor: Progress Party,Sammen med fami-lien og den private eiendomsretten er  enkeltmennesket det grunnleggende i samfunnslivet.,Integration,FAVOR
nor: Socialist Left Party,Kulturpolitikken må ta opp i seg at Norge er et flerkulturelt samfunn.,Integration,FAVOR
nor: Centre Party,styrke det psykiske helsevernet rettet mot asylsøkere.,Immigration,FAVOR
nor: Christian People’s Party,Asylinstituttet må respekteres.,Immigration,FAVOR
nor: Socialist Left Party,SV vil gi ofre for trafficking midlertidig oppholdstillatelse i Norge,Immigration,FAVOR
nor: Socialist Left Party,. I  tillegg vil SV fortsatt gå i front for lesbiske og homofiles rettigheter,Integration,FAVOR
nor: Norwegian Labour Party,styrke forskningen og kunnskapsutviklingen rundt nasjonale minoriteter,Integration,FAVOR
nor: Christian People’s Party,etablere flere prosjekter med kombinasjon av barnepass og norskopplæring uten at kontantstøtten blir fratatt deltakerne,Integration,FAVOR
nor: Christian People’s Party,"Barn og unge med etnisk minoritetsbakgrunn må integreres i det norske samfunnet, samtidig som de må få mulighet til å ivareta sine familiers røtter.",Integration,FAVOR
nor: Norwegian Labour Party,". Arbeiderpartiet vil både være med og ta et internasjonalt ansvar for å bekjempe årsakene til at mennesker må flykte, og bidra til å beskytte flyktninger fra ytterligere nedverdigelse og nød",Immigration,AGAINST
nor: Liberal Party,"Venstre ønsker et samfunn med kulturelt mangfold,",Integration,FAVOR
nor: Progress Party,. i dag opplever mange kommuner at integreringstilskuddet ikke dekker de faktiske kostnadene ved mottak og integrering av flyktninger,Immigration,AGAINST
nor: Socialist Left Party,"De landene som tar imot flest flyktninger er fattige land, og SV vil at det skal etableres et fond i FN-regi som kan bidra til å finansiere tiltak for beskyttelse av disse flyktningene.",Immigration,AGAINST
nor: Norwegian Labour Party,"Forsvaret må gjenspeile det samme mangfoldet som preger resten av samfunnet, enten det gjelder etnisk bakgrunn, likestilling mellom kjønnene eller aldersspredning",Integration,FAVOR
nor: Norwegian Labour Party,Vi bygger vår asyl- og flyktningpolitikk på internasjonale rettsprinsipper uttrykt gjennom menneskerettighetserklæringen og flyktningkonvensjonen.,Immigration,FAVOR
nor: Norwegian Labour Party,. Vi må bygge broer og utvikle samarbeid mellom ulike kulturer og religioner.,Integration,FAVOR
nor: Norwegian Labour Party,utviklingsland innenfor rammen av bistandsprosjekter i enkelte land,Immigration,FAVOR
nor: Progress Party,Familiegjenforening for innvandrere i Norge  må begrenses til ektefelle og egne barn  under 15 år.,Immigration,AGAINST
nor: Centre Party,"Landet vårt er i dag hjem for borgere med røtter i talløse kulturer, med mange ulike religioner og livssyn",Integration,FAVOR
nor: Liberal Party,Sørge for at de som  oppholder seg ulovlig i landet får rett til helsehjelp utover akutthjelp når manglende hjelp kan få alvorlige helsemessige konsekvenser,Integration,FAVOR
nor: Norwegian Labour Party,. Arbeiderpartiet vil motarbeide et klassedelt samfunn basert på etnisitet,Integration,FAVOR
nor: Centre Party,Styrke innsatsen for å håndtere utlendinger som representerer en sikkerhetsrisiko eller utgjør en fare for samfunnet eller enkeltpersoner.,Integration,AGAINST
nor: Socialist Left Party,Mennesker med minoritetsbakgrunn er fremdeles grovt overrepresentert på ledighetsstatistikken.,Integration,FAVOR
nor: Centre Party,. Som kulturminner er gamle og nye gudshus et felleseie som skal vernes om og tas vare på for kommende generasjoner,Integration,FAVOR
nor: Progress Party,. det er derfor viktig å stimulere disse miljøene til økt likestilling,Integration,FAVOR
nor: Centre Party,Senterpartiet mener at den internasjonale innsatsen for å hjelpe flest mulig i nærheten av deres eget hjem må styrkes.,Immigration,AGAINST
nor: Progress Party,". alle skal ha samme rettigheter og plikter i sine forhold til fellesskapet i norge, uavhengig av etnisk bakgrunn",Integration,FAVOR
nor: Norwegian Labour Party,at elever med fagbrev skal gis større mulighet til å søke høyere utdanning innenfor sitt fagområde,Integration,FAVOR
nor: Progress Party,". asylinstituttet er et meget viktig verktøy for å gi beskyttelse til mennesker som er reelt truet, og må ikke misbrukes i noen form",Immigration,FAVOR
nor: Conservative Party,Forsterket norskopplæring skal gi minoritetsspråklige elever tilstrekkelige kunnskaper og ferdigheter til å kunne følge den vanlige opplæringen i skolen.,Integration,FAVOR
nor: Centre Party,For å skape en rikere hverdag for alle trenger vi gode nærmiljø der ulike grupper med forskjellige verdier og erfaringer yter i fellesskap.,Integration,FAVOR
nor: Norwegian Labour Party,"Andre møter diskriminering i arbeidslivet på grunn av kjønn, alder eller etnisk tilhørighet.",Integration,FAVOR
nor: Liberal Party,Innvandring er både positivt og nødvendig for Norge.,Immigration,FAVOR
nor: Christian People’s Party,at saksbehandlingen for behandling av saker med konvertitter skal foregå etter UNHCRs retningslinjer mot religionsforfølgelse.,Immigration,FAVOR
nor: Christian People’s Party,", tilrettelagte tilbud til ungdommer som havner på skråplanet",Integration,FAVOR
nor: Christian People’s Party,Det er behov for et sterkere og mer målrettet fokus på integrering.,Integration,FAVOR
nor: Norwegian Labour Party,gi tilbud om språkopplæring også til innvandrere – særlig kvinner – som har bodd i Norge lenge,Integration,FAVOR
nor: Liberal Party,"For å kunne gi et best mulig tilbud til enslige, mindreårige ﬂyktninger/ asylsøkere, ønsker Venstre at det skal opprettes egen mottak etter samme prinsipper som en SOS-barneby.",Integration,FAVOR
nor: Centre Party,. Senterpartiet ønsker å videreføre hovedlinjene i den nye utlendingsloven vedtatt i 2008,Immigration,FAVOR
nor: Liberal Party,Venstre vil ta initiativ til en gjennomgang av opplæringstilbudet  for alle som får fast opphold i Norge,Integration,FAVOR
nor: Norwegian Labour Party,forsere arbeidet med utsendelse av utlendinger med ulovlig opphold og intensivere arbeidet med å få til returavtaler med flere land.,Immigration,AGAINST
nor: Progress Party,". Flere sosiale ytelser som gis til innvandrere, må imidlertid gis under forutsetning av at de er villige til å integrere seg og lære norsk",Integration,AGAINST
nor: Conservative Party,og etablere systemer som gjør at helsepersonell melder kjønnslemlestelse til politiet og ikke bare til barnevernet.,Integration,FAVOR
nor: Liberal Party,Innføre en ordning med kjærestevisum som gir norsk-utenlandske par muligheten til å bo 12 måneder sammen i Norge.,Immigration,FAVOR
nor: Progress Party,og pålegges å returnere asylsøkerne,Immigration,AGAINST
nor: Socialist Left Party,"I dag gis menneskesmuglere mye makt, mange risikerer livet for å bli smuglet inn i land i Europa.",Immigration,AGAINST
nor: Centre Party,Sikre sidemålsundervisningen med sidestilt eksamensordning både for hovedmål og sidemål i to skilte eksamener.,Integration,FAVOR
nor: Progress Party,"14.At alle lover og forvaltningsmessig  praksis som innebærer forskjells-behandling basert på rase, religion,  kultur eller etnisk bakgrunn, avskaffes.",Integration,FAVOR
nor: Christian People’s Party,", og vurdere å innføre yrkesopplæring i asylmottakene.",Integration,FAVOR
nor: Centre Party,. I dag er sysselsettingsprosenten for mange innvandrer- og minoritetsgrupper for lav,Integration,AGAINST
nor: Christian People’s Party,". Enkelte innvandrermiljøer bidrar til dette, noe som må gripes fatt i med helhetlige virkemidler",Integration,AGAINST
nor: Centre Party,Legge forholdene til rette på mottak slik at asylsøkere kan delta på språk- og arbeidskurs utenfor mottaket.,Integration,FAVOR
nor: Progress Party,det er i enkelte innvandrermiljøer at likestillingen har kommet kortest,Integration,FAVOR
nor: Progress Party,"Det må i denne forbindelse sikres at det  ikke innføres noen diskriminering, verken  den ene eller annen vei, når det gjelder ret-tigheter i forhold til de forskjellige trygde-ordninger og til alderspensjon.",Integration,FAVOR
nor: Socialist Left Party,Kampen for full sysselsetting,Integration,FAVOR
nor: Socialist Left Party,"Det må arbeides for å forhindre rekruttering til nynazistiske miljøer,",Integration,AGAINST
nor: Centre Party,"videreføre kravet om sju års botid for å bli norsk statsborger, men gi barn automatisk statsborgerskap ved fødsel dersom mor eller far er norsk.",Integration,AGAINST
nor: Conservative Party,Det gjelder både fordommer mot innvandrere og fordommer blant innvandrere.,Integration,FAVOR
nor: Socialist Left Party,"Ulike klesdrakter og kleskoder kan være viktige uttrykk for kulturell, sosial eller religiøs tilhørighet.",Integration,FAVOR
nor: Centre Party,Ha obligatorisk språktest av alle fireåringer,Integration,AGAINST
nor: Liberal Party,"Det vil fortsatt være behov for at utenlandsk helsepersonell ønsker å jobbe i Norge,",Immigration,FAVOR
nor: Liberal Party,"Det nye Introduksjonsprogrammet som skal sikre et toårig kvaliﬁseringsløp for deltakelse i samfunnsliv og arbeidsliv må derfor særlig rettes mot innvandrerkvinner, ikke minst de som kommer til Norge gjennom familiegjenforening.",Integration,FAVOR
nor: Liberal Party,Med forslaget om å innføre et kjærestevisum ønsker Venstre å gjøre livet lettere for forelskede nordmenn som i dag kjemper mot et stivt og ulogisk regelverk som hindrer dem i å leve i samliv med sin utenlandske kjæreste i Norge.,Immigration,FAVOR
nor: Progress Party,. personer fra eøs og enkelte andre land kan gis unntak fra skjerpede krav til familieinnvandring,Immigration,AGAINST
nor: Socialist Left Party,"Norge er forpliktet til å sikre alle som bor i landet grunnleggende menneskerettigheter,",Integration,FAVOR
nor: Socialist Left Party,Det er avgjørende at elevene lærer norsk.,Integration,FAVOR
nor: Conservative Party,gå gjennom regler og organisering av søknadsprosessen for ekspertinnvandrere for å sikre raskere tilgang på høykvalifisert arbeidskraft.,Immigration,FAVOR
nor: Liberal Party,Dette inkluderer bl.a. arbeid med diskrimineringslover for ﬂere diskrimineringsgrunnlag etter modell av likestillingsloven og lov mot etnisk diskriminering.,Integration,FAVOR
nor: Norwegian Labour Party,"gi grunnskoler og videregående skoler med mer enn 25 prosent minoritetspråklige flere ressurser, slik at undervisningen kan tilrettelegges med mer støtte og språkstimulering til tospråklige barn, uten at det går utover kvaliteten på undervisningen for norskspråklige elever.",Integration,FAVOR
nor: Liberal Party,Ha et liberalt regime for arbeidsinnvandring – en ærlig dør til Norge.,Immigration,FAVOR
nor: Christian People’s Party,"Introduksjonsprogrammet bør utvides ytterligere,",Integration,FAVOR
nor: Centre Party,"Begrunnelsen er blant annet at grensekontrollen blir svekket, at faren for narkotikasmugling øker og at personvernxe \""personvern\""et står i fare når følsomme personopplysninger blir sendt på vandring i store datanettverk.",Immigration,AGAINST
nor: Progress Party,17.At opplæring i foreldrenes morsmål  ikke skal være et offentlig ansvar.,Integration,AGAINST
nor: Norwegian Labour Party,. Vårt mål er å øke til minst 1500 kvoteflyktninger,Immigration,FAVOR
nor: Socialist Left Party,"Vårt samfunn er, og vil i all framtid være, et flerkulturelt og flerreligiøst samfunn",Integration,FAVOR
